SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2033","766","2799","20240129"
"1","2","제주여행","여행","국내여행","제주특별자치도","1525","517","2042","20240129"
"2","3","여수여행","여행","국내여행","전라남도","1142","443","1585","20240129"
"3","4","경주여행","여행","국내여행","경상북도","1097","473","1570","20240129"
"4","5","강릉여행","여행","국내여행","강원도","967","406","1373","20240129"
"5","6","군산여행","여행","국내여행","전라북도","893","289","1182","20240129"
"6","7","속초여행","여행","국내여행","강원도","716","286","1002","20240129"
"7","8","전주여행","여행","국내여행","전라북도","743","253","996","20240129"
"8","9","대구여행","여행","국내여행","대구광역시","600","212","812","20240129"
"9","10","대전여행","여행","국내여행","대전광역시","583","201","784","20240129"
