SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1693","189","1882","20241221"
"1","2","제주여행","여행","국내여행","제주특별자치도","901","135","1036","20241221"
"2","3","강릉여행","여행","국내여행","강원도","709","143","852","20241221"
"3","4","여수여행","여행","국내여행","전라남도","712","113","825","20241221"
"4","5","군산여행","여행","국내여행","전라북도","731","80","811","20241221"
"5","6","경주여행","여행","국내여행","경상북도","668","103","771","20241221"
"6","7","속초여행","여행","국내여행","강원도","636","112","748","20241221"
"7","8","전주여행","여행","국내여행","전라북도","442","64","506","20241221"
"8","9","대구여행","여행","국내여행","대구광역시","456","47","503","20241221"
"9","10","대전여행","여행","국내여행","대전광역시","438","58","496","20241221"
