SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1570","749","2319","20240610"
"1","2","여수여행","여행","국내여행","전라남도","1220","470","1690","20240610"
"2","3","제주여행","여행","국내여행","제주특별자치도","1158","425","1583","20240610"
"3","4","경주여행","여행","국내여행","경상북도","1024","432","1456","20240610"
"4","5","강릉여행","여행","국내여행","강원도","858","369","1227","20240610"
"5","6","속초여행","여행","국내여행","강원도","751","332","1083","20240610"
"6","7","군산여행","여행","국내여행","전라북도","748","245","993","20240610"
"7","8","전주여행","여행","국내여행","전라북도","597","266","863","20240610"
"8","9","목포여행","여행","국내여행","전라남도","534","178","712","20240610"
"9","10","남해여행","여행","국내여행","경상남도","483","219","702","20240610"
