SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","989","587","1576","20250410"
"1","2","경주여행","여행","국내여행","경상북도","867","485","1352","20250410"
"2","3","제주여행","여행","국내여행","제주특별자치도","780","363","1143","20250410"
"3","4","전주여행","여행","국내여행","전라북도","685","302","987","20250410"
"4","5","군산여행","여행","국내여행","전라북도","715","232","947","20250410"
"5","6","강릉여행","여행","국내여행","강원도","585","335","920","20250410"
"6","7","여수여행","여행","국내여행","전라남도","534","299","833","20250410"
"7","8","목포여행","여행","국내여행","전라남도","434","254","688","20250410"
"8","9","속초여행","여행","국내여행","강원도","403","250","653","20250410"
"9","10","대전여행","여행","국내여행","대전광역시","424","227","651","20250410"
