SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1449","705","2154","20240319"
"1","2","제주여행","여행","국내여행","제주특별자치도","1234","481","1715","20240319"
"2","3","여수여행","여행","국내여행","전라남도","1143","478","1621","20240319"
"3","4","경주여행","여행","국내여행","경상북도","1027","555","1582","20240319"
"4","5","군산여행","여행","국내여행","전라북도","707","280","987","20240319"
"5","6","강릉여행","여행","국내여행","강원도","676","297","973","20240319"
"6","7","전주여행","여행","국내여행","전라북도","573","291","864","20240319"
"7","8","대구여행","여행","국내여행","대구광역시","498","189","687","20240319"
"8","9","목포여행","여행","국내여행","전라남도","456","202","658","20240319"
"9","10","대전여행","여행","국내여행","대전광역시","387","188","575","20240319"
