SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1261","204","1465","20250628"
"1","2","제주여행","여행","국내여행","제주특별자치도","780","426","1206","20250628"
"2","3","군산여행","여행","국내여행","전라북도","873","99","972","20250628"
"3","4","여수여행","여행","국내여행","전라남도","764","136","900","20250628"
"4","5","강릉여행","여행","국내여행","강원도","759","127","886","20250628"
"5","6","경주여행","여행","국내여행","경상북도","669","140","809","20250628"
"6","7","속초여행","여행","국내여행","강원도","618","101","719","20250628"
"7","8","목포여행","여행","국내여행","전라남도","522","95","617","20250628"
"8","9","대전여행","여행","국내여행","대전광역시","471","64","535","20250628"
"9","10","전주여행","여행","국내여행","전라북도","447","69","516","20250628"
