SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1263","695","1958","20250529"
"1","2","군산여행","여행","국내여행","전라북도","997","382","1379","20250529"
"2","3","경주여행","여행","국내여행","경상북도","776","463","1239","20250529"
"3","4","제주여행","여행","국내여행","제주특별자치도","727","456","1183","20250529"
"4","5","여수여행","여행","국내여행","전라남도","710","367","1077","20250529"
"5","6","강릉여행","여행","국내여행","강원도","659","371","1030","20250529"
"6","7","전주여행","여행","국내여행","전라북도","576","307","883","20250529"
"7","8","속초여행","여행","국내여행","강원도","491","281","772","20250529"
"8","9","대전여행","여행","국내여행","대전광역시","443","262","705","20250529"
"9","10","목포여행","여행","국내여행","전라남도","498","205","703","20250529"
