SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1351","572","1923","20241125"
"1","2","제주여행","여행","국내여행","제주특별자치도","811","314","1125","20241125"
"2","3","경주여행","여행","국내여행","경상북도","692","339","1031","20241125"
"3","4","여수여행","여행","국내여행","전라남도","699","300","999","20241125"
"4","5","군산여행","여행","국내여행","전라북도","649","226","875","20241125"
"5","6","강릉여행","여행","국내여행","강원도","606","255","861","20241125"
"6","7","속초여행","여행","국내여행","강원도","526","304","830","20241125"
"7","8","전주여행","여행","국내여행","전라북도","482","183","665","20241125"
"8","9","목포여행","여행","국내여행","전라남도","427","181","608","20241125"
"9","10","대구여행","여행","국내여행","대구광역시","410","149","559","20241125"
