SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1625","248","1873","20250104"
"1","2","강릉여행","여행","국내여행","강원도","932","127","1059","20250104"
"2","3","제주여행","여행","국내여행","제주특별자치도","921","128","1049","20250104"
"3","4","군산여행","여행","국내여행","전라북도","932","101","1033","20250104"
"4","5","경주여행","여행","국내여행","경상북도","812","123","935","20250104"
"5","6","여수여행","여행","국내여행","전라남도","724","107","831","20250104"
"6","7","속초여행","여행","국내여행","강원도","681","88","769","20250104"
"7","8","전주여행","여행","국내여행","전라북도","624","96","720","20250104"
"8","9","대전여행","여행","국내여행","대전광역시","577","103","680","20250104"
"9","10","대구여행","여행","국내여행","대구광역시","488","80","568","20250104"
