SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1632","166","1798","20250128"
"1","2","강릉여행","여행","국내여행","강원도","872","128","1000","20250128"
"2","3","경주여행","여행","국내여행","경상북도","904","92","996","20250128"
"3","4","제주여행","여행","국내여행","제주특별자치도","820","132","952","20250128"
"4","5","여수여행","여행","국내여행","전라남도","736","90","826","20250128"
"5","6","군산여행","여행","국내여행","전라북도","743","76","819","20250128"
"6","7","속초여행","여행","국내여행","강원도","612","67","679","20250128"
"7","8","대전여행","여행","국내여행","대전광역시","526","62","588","20250128"
"8","9","대구여행","여행","국내여행","대구광역시","496","77","573","20250128"
"9","10","전주여행","여행","국내여행","전라북도","486","68","554","20250128"
