SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","964","488","1452","20250313"
"1","2","제주여행","여행","국내여행","제주특별자치도","782","397","1179","20250313"
"2","3","경주여행","여행","국내여행","경상북도","717","426","1143","20250313"
"3","4","군산여행","여행","국내여행","전라북도","765","255","1020","20250313"
"4","5","강릉여행","여행","국내여행","강원도","560","311","871","20250313"
"5","6","여수여행","여행","국내여행","전라남도","494","269","763","20250313"
"6","7","전주여행","여행","국내여행","전라북도","514","240","754","20250313"
"7","8","대전여행","여행","국내여행","대전광역시","443","205","648","20250313"
"8","9","속초여행","여행","국내여행","강원도","400","233","633","20250313"
"9","10","대구여행","여행","국내여행","대구광역시","349","185","534","20250313"
