SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1542","690","2232","20240819"
"1","2","여수여행","여행","국내여행","전라남도","1096","487","1583","20240819"
"2","3","제주여행","여행","국내여행","제주특별자치도","1098","379","1477","20240819"
"3","4","경주여행","여행","국내여행","경상북도","921","446","1367","20240819"
"4","5","강릉여행","여행","국내여행","강원도","783","382","1165","20240819"
"5","6","속초여행","여행","국내여행","강원도","775","369","1144","20240819"
"6","7","군산여행","여행","국내여행","전라북도","707","265","972","20240819"
"7","8","남해여행","여행","국내여행","경상남도","543","294","837","20240819"
"8","9","대전여행","여행","국내여행","대전광역시","556","216","772","20240819"
"9","10","전주여행","여행","국내여행","전라북도","532","222","754","20240819"
