SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1260","557","1817","20241007"
"1","2","경주여행","여행","국내여행","경상북도","1047","551","1598","20241007"
"2","3","제주여행","여행","국내여행","제주특별자치도","983","476","1459","20241007"
"3","4","군산여행","여행","국내여행","전라북도","851","250","1101","20241007"
"4","5","여수여행","여행","국내여행","전라남도","759","297","1056","20241007"
"5","6","강릉여행","여행","국내여행","강원도","577","237","814","20241007"
"6","7","전주여행","여행","국내여행","전라북도","568","244","812","20241007"
"7","8","속초여행","여행","국내여행","강원도","547","261","808","20241007"
"8","9","대전여행","여행","국내여행","대전광역시","480","165","645","20241007"
"9","10","대구여행","여행","국내여행","대구광역시","455","156","611","20241007"
