SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1229","488","1717","20241105"
"1","2","경주여행","여행","국내여행","경상북도","892","466","1358","20241105"
"2","3","제주여행","여행","국내여행","제주특별자치도","834","384","1218","20241105"
"3","4","속초여행","여행","국내여행","강원도","887","308","1195","20241105"
"4","5","여수여행","여행","국내여행","전라남도","754","298","1052","20241105"
"5","6","군산여행","여행","국내여행","전라북도","737","204","941","20241105"
"6","7","전주여행","여행","국내여행","전라북도","595","228","823","20241105"
"7","8","강릉여행","여행","국내여행","강원도","541","272","813","20241105"
"8","9","대전여행","여행","국내여행","대전광역시","520","231","751","20241105"
"9","10","대구여행","여행","국내여행","대구광역시","443","187","630","20241105"
