SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1490","189","1679","20240331"
"1","2","여수여행","여행","국내여행","전라남도","1402","155","1557","20240331"
"2","3","경주여행","여행","국내여행","경상북도","1347","188","1535","20240331"
"3","4","제주여행","여행","국내여행","제주특별자치도","1191","184","1375","20240331"
"4","5","군산여행","여행","국내여행","전라북도","952","83","1035","20240331"
"5","6","전주여행","여행","국내여행","전라북도","766","114","880","20240331"
"6","7","강릉여행","여행","국내여행","강원도","709","119","828","20240331"
"7","8","대구여행","여행","국내여행","대구광역시","594","93","687","20240331"
"8","9","목포여행","여행","국내여행","전라남도","588","73","661","20240331"
"9","10","속초여행","여행","국내여행","강원도","503","118","621","20240331"
