SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1318","452","1770","20240329"
"1","2","경주여행","여행","국내여행","경상북도","1037","449","1486","20240329"
"2","3","여수여행","여행","국내여행","전라남도","1112","368","1480","20240329"
"3","4","제주여행","여행","국내여행","제주특별자치도","1041","401","1442","20240329"
"4","5","군산여행","여행","국내여행","전라북도","840","218","1058","20240329"
"5","6","전주여행","여행","국내여행","전라북도","600","244","844","20240329"
"6","7","강릉여행","여행","국내여행","강원도","584","242","826","20240329"
"7","8","대구여행","여행","국내여행","대구광역시","538","198","736","20240329"
"8","9","속초여행","여행","국내여행","강원도","469","206","675","20240329"
"9","10","목포여행","여행","국내여행","전라남도","487","145","632","20240329"
