SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1147","565","1712","20250627"
"1","2","제주여행","여행","국내여행","제주특별자치도","690","587","1277","20250627"
"2","3","여수여행","여행","국내여행","전라남도","621","366","987","20250627"
"3","4","강릉여행","여행","국내여행","강원도","658","320","978","20250627"
"4","5","군산여행","여행","국내여행","전라북도","710","208","918","20250627"
"5","6","경주여행","여행","국내여행","경상북도","534","310","844","20250627"
"6","7","속초여행","여행","국내여행","강원도","509","266","775","20250627"
"7","8","대전여행","여행","국내여행","대전광역시","493","202","695","20250627"
"8","9","목포여행","여행","국내여행","전라남도","397","231","628","20250627"
"9","10","전주여행","여행","국내여행","전라북도","414","163","577","20250627"
