SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1842","318","2160","20240623"
"1","2","여수여행","여행","국내여행","전라남도","1563","161","1724","20240623"
"2","3","군산여행","여행","국내여행","전라북도","1372","121","1493","20240623"
"3","4","제주여행","여행","국내여행","제주특별자치도","1098","170","1268","20240623"
"4","5","강릉여행","여행","국내여행","강원도","1024","144","1168","20240623"
"5","6","경주여행","여행","국내여행","경상북도","950","129","1079","20240623"
"6","7","속초여행","여행","국내여행","강원도","869","138","1007","20240623"
"7","8","전주여행","여행","국내여행","전라북도","653","101","754","20240623"
"8","9","대전여행","여행","국내여행","대전광역시","646","91","737","20240623"
"9","10","목포여행","여행","국내여행","전라남도","579","79","658","20240623"
