SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1271","208","1479","20250419"
"1","2","군산여행","여행","국내여행","전라북도","1070","122","1192","20250419"
"2","3","경주여행","여행","국내여행","경상북도","942","154","1096","20250419"
"3","4","제주여행","여행","국내여행","제주특별자치도","745","169","914","20250419"
"4","5","강릉여행","여행","국내여행","강원도","695","126","821","20250419"
"5","6","여수여행","여행","국내여행","전라남도","655","125","780","20250419"
"6","7","전주여행","여행","국내여행","전라북도","656","120","776","20250419"
"7","8","속초여행","여행","국내여행","강원도","525","114","639","20250419"
"8","9","목포여행","여행","국내여행","전라남도","554","67","621","20250419"
"9","10","대전여행","여행","국내여행","대전광역시","522","94","616","20250419"
