SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1350","536","1886","20241121"
"1","2","경주여행","여행","국내여행","경상북도","733","333","1066","20241121"
"2","3","제주여행","여행","국내여행","제주특별자치도","713","292","1005","20241121"
"3","4","여수여행","여행","국내여행","전라남도","687","284","971","20241121"
"4","5","강릉여행","여행","국내여행","강원도","587","304","891","20241121"
"5","6","군산여행","여행","국내여행","전라북도","613","203","816","20241121"
"6","7","속초여행","여행","국내여행","강원도","543","252","795","20241121"
"7","8","전주여행","여행","국내여행","전라북도","431","218","649","20241121"
"8","9","대전여행","여행","국내여행","대전광역시","428","181","609","20241121"
"9","10","대구여행","여행","국내여행","대구광역시","389","171","560","20241121"
