SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2860","936","3796","20240213"
"1","2","제주여행","여행","국내여행","제주특별자치도","1672","604","2276","20240213"
"2","3","경주여행","여행","국내여행","경상북도","1279","554","1833","20240213"
"3","4","여수여행","여행","국내여행","전라남도","1344","439","1783","20240213"
"4","5","강릉여행","여행","국내여행","강원도","1053","425","1478","20240213"
"5","6","군산여행","여행","국내여행","전라북도","1039","382","1421","20240213"
"6","7","전주여행","여행","국내여행","전라북도","841","309","1150","20240213"
"7","8","속초여행","여행","국내여행","강원도","715","247","962","20240213"
"8","9","대구여행","여행","국내여행","대구광역시","635","305","940","20240213"
"9","10","목포여행","여행","국내여행","전라남도","629","198","827","20240213"
