SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1495","601","2096","20241217"
"1","2","제주여행","여행","국내여행","제주특별자치도","922","420","1342","20241217"
"2","3","강릉여행","여행","국내여행","강원도","702","300","1002","20241217"
"3","4","경주여행","여행","국내여행","경상북도","668","313","981","20241217"
"4","5","여수여행","여행","국내여행","전라남도","637","292","929","20241217"
"5","6","군산여행","여행","국내여행","전라북도","680","209","889","20241217"
"6","7","속초여행","여행","국내여행","강원도","555","234","789","20241217"
"7","8","대전여행","여행","국내여행","대전광역시","481","168","649","20241217"
"8","9","전주여행","여행","국내여행","전라북도","454","144","598","20241217"
"9","10","목포여행","여행","국내여행","전라남도","389","202","591","20241217"
