SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1364","633","1997","20240404"
"1","2","제주여행","여행","국내여행","제주특별자치도","1131","469","1600","20240404"
"2","3","경주여행","여행","국내여행","경상북도","1005","546","1551","20240404"
"3","4","여수여행","여행","국내여행","전라남도","1105","444","1549","20240404"
"4","5","군산여행","여행","국내여행","전라북도","862","230","1092","20240404"
"5","6","전주여행","여행","국내여행","전라북도","619","285","904","20240404"
"6","7","강릉여행","여행","국내여행","강원도","610","293","903","20240404"
"7","8","속초여행","여행","국내여행","강원도","478","264","742","20240404"
"8","9","목포여행","여행","국내여행","전라남도","484","255","739","20240404"
"9","10","남해여행","여행","국내여행","경상남도","424","169","593","20240404"
