SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1622","658","2280","20240417"
"1","2","여수여행","여행","국내여행","전라남도","1250","504","1754","20240417"
"2","3","제주여행","여행","국내여행","제주특별자치도","1184","454","1638","20240417"
"3","4","경주여행","여행","국내여행","경상북도","961","525","1486","20240417"
"4","5","군산여행","여행","국내여행","전라북도","793","247","1040","20240417"
"5","6","강릉여행","여행","국내여행","강원도","700","324","1024","20240417"
"6","7","전주여행","여행","국내여행","전라북도","674","301","975","20240417"
"7","8","목포여행","여행","국내여행","전라남도","490","256","746","20240417"
"8","9","속초여행","여행","국내여행","강원도","490","204","694","20240417"
"9","10","대구여행","여행","국내여행","대구광역시","502","183","685","20240417"
