SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1486","621","2107","20240326"
"1","2","여수여행","여행","국내여행","전라남도","1221","509","1730","20240326"
"2","3","제주여행","여행","국내여행","제주특별자치도","1121","522","1643","20240326"
"3","4","경주여행","여행","국내여행","경상북도","1073","552","1625","20240326"
"4","5","군산여행","여행","국내여행","전라북도","719","268","987","20240326"
"5","6","전주여행","여행","국내여행","전라북도","639","304","943","20240326"
"6","7","강릉여행","여행","국내여행","강원도","619","293","912","20240326"
"7","8","목포여행","여행","국내여행","전라남도","558","186","744","20240326"
"8","9","대구여행","여행","국내여행","대구광역시","475","177","652","20240326"
"9","10","속초여행","여행","국내여행","강원도","401","231","632","20240326"
