SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1217","438","1655","20240913"
"1","2","경주여행","여행","국내여행","경상북도","1166","446","1612","20240913"
"2","3","여수여행","여행","국내여행","전라남도","850","300","1150","20240913"
"3","4","제주여행","여행","국내여행","제주특별자치도","736","284","1020","20240913"
"4","5","군산여행","여행","국내여행","전라북도","759","212","971","20240913"
"5","6","속초여행","여행","국내여행","강원도","568","244","812","20240913"
"6","7","강릉여행","여행","국내여행","강원도","583","210","793","20240913"
"7","8","전주여행","여행","국내여행","전라북도","525","182","707","20240913"
"8","9","남해여행","여행","국내여행","경상남도","445","166","611","20240913"
"9","10","목포여행","여행","국내여행","전라남도","452","154","606","20240913"
