SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1844","714","2558","20240808"
"1","2","여수여행","여행","국내여행","전라남도","1274","526","1800","20240808"
"2","3","속초여행","여행","국내여행","강원도","1034","398","1432","20240808"
"3","4","경주여행","여행","국내여행","경상북도","894","449","1343","20240808"
"4","5","제주여행","여행","국내여행","제주특별자치도","901","386","1287","20240808"
"5","6","강릉여행","여행","국내여행","강원도","824","416","1240","20240808"
"6","7","군산여행","여행","국내여행","전라북도","942","297","1239","20240808"
"7","8","남해여행","여행","국내여행","경상남도","627","256","883","20240808"
"8","9","목포여행","여행","국내여행","전라남도","596","239","835","20240808"
"9","10","대전여행","여행","국내여행","대전광역시","579","220","799","20240808"
