SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1939","684","2623","20240112"
"1","2","제주여행","여행","국내여행","제주특별자치도","1450","430","1880","20240112"
"2","3","여수여행","여행","국내여행","전라남도","1179","277","1456","20240112"
"3","4","강릉여행","여행","국내여행","강원도","963","326","1289","20240112"
"4","5","경주여행","여행","국내여행","경상북도","973","297","1270","20240112"
"5","6","군산여행","여행","국내여행","전라북도","890","181","1071","20240112"
"6","7","전주여행","여행","국내여행","전라북도","688","180","868","20240112"
"7","8","속초여행","여행","국내여행","강원도","637","231","868","20240112"
"8","9","대구여행","여행","국내여행","대구광역시","564","185","749","20240112"
"9","10","대전여행","여행","국내여행","대전광역시","583","156","739","20240112"
