SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2168","321","2489","20240720"
"1","2","여수여행","여행","국내여행","전라남도","1607","212","1819","20240720"
"2","3","경주여행","여행","국내여행","경상북도","1105","146","1251","20240720"
"3","4","강릉여행","여행","국내여행","강원도","1057","155","1212","20240720"
"4","5","제주여행","여행","국내여행","제주특별자치도","1034","166","1200","20240720"
"5","6","군산여행","여행","국내여행","전라북도","1029","111","1140","20240720"
"6","7","속초여행","여행","국내여행","강원도","864","173","1037","20240720"
"7","8","남해여행","여행","국내여행","경상남도","827","129","956","20240720"
"8","9","목포여행","여행","국내여행","전라남도","793","105","898","20240720"
"9","10","통영여행","여행","국내여행","경상남도","706","92","798","20240720"
