SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2121","265","2386","20240101"
"1","2","제주여행","여행","국내여행","제주특별자치도","1708","175","1883","20240101"
"2","3","여수여행","여행","국내여행","전라남도","1327","137","1464","20240101"
"3","4","강릉여행","여행","국내여행","강원도","1042","134","1176","20240101"
"4","5","군산여행","여행","국내여행","전라북도","1090","74","1164","20240101"
"5","6","경주여행","여행","국내여행","경상북도","981","117","1098","20240101"
"6","7","청도여행","여행","국내여행","경상북도","969","46","1015","20240101"
"7","8","전주여행","여행","국내여행","전라북도","742","80","822","20240101"
"8","9","속초여행","여행","국내여행","강원도","674","90","764","20240101"
"9","10","대구여행","여행","국내여행","대구광역시","590","73","663","20240101"
