SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1559","727","2286","20240620"
"1","2","여수여행","여행","국내여행","전라남도","1141","406","1547","20240620"
"2","3","제주여행","여행","국내여행","제주특별자치도","958","398","1356","20240620"
"3","4","강릉여행","여행","국내여행","강원도","793","368","1161","20240620"
"4","5","속초여행","여행","국내여행","강원도","780","379","1159","20240620"
"5","6","경주여행","여행","국내여행","경상북도","807","351","1158","20240620"
"6","7","군산여행","여행","국내여행","전라북도","588","213","801","20240620"
"7","8","전주여행","여행","국내여행","전라북도","537","230","767","20240620"
"8","9","대전여행","여행","국내여행","대전광역시","438","240","678","20240620"
"9","10","목포여행","여행","국내여행","전라남도","448","171","619","20240620"
