SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2003","604","2607","20240102"
"1","2","제주여행","여행","국내여행","제주특별자치도","1703","448","2151","20240102"
"2","3","여수여행","여행","국내여행","전라남도","1228","268","1496","20240102"
"3","4","경주여행","여행","국내여행","경상북도","941","269","1210","20240102"
"4","5","강릉여행","여행","국내여행","강원도","868","292","1160","20240102"
"5","6","군산여행","여행","국내여행","전라북도","862","209","1071","20240102"
"6","7","전주여행","여행","국내여행","전라북도","653","211","864","20240102"
"7","8","속초여행","여행","국내여행","강원도","666","185","851","20240102"
"8","9","대구여행","여행","국내여행","대구광역시","604","170","774","20240102"
"9","10","대전여행","여행","국내여행","대전광역시","542","171","713","20240102"
