SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1820","597","2417","20240201"
"1","2","제주여행","여행","국내여행","제주특별자치도","1324","372","1696","20240201"
"2","3","여수여행","여행","국내여행","전라남도","1209","334","1543","20240201"
"3","4","경주여행","여행","국내여행","경상북도","930","340","1270","20240201"
"4","5","강릉여행","여행","국내여행","강원도","865","377","1242","20240201"
"5","6","군산여행","여행","국내여행","전라북도","877","263","1140","20240201"
"6","7","전주여행","여행","국내여행","전라북도","741","221","962","20240201"
"7","8","대구여행","여행","국내여행","대구광역시","593","264","857","20240201"
"8","9","속초여행","여행","국내여행","강원도","593","198","791","20240201"
"9","10","대전여행","여행","국내여행","대전광역시","555","175","730","20240201"
