SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1856","836","2692","20240529"
"1","2","여수여행","여행","국내여행","전라남도","1349","574","1923","20240529"
"2","3","경주여행","여행","국내여행","경상북도","1262","622","1884","20240529"
"3","4","제주여행","여행","국내여행","제주특별자치도","991","408","1399","20240529"
"4","5","강릉여행","여행","국내여행","강원도","926","473","1399","20240529"
"5","6","군산여행","여행","국내여행","전라북도","931","419","1350","20240529"
"6","7","속초여행","여행","국내여행","강원도","725","378","1103","20240529"
"7","8","전주여행","여행","국내여행","전라북도","663","363","1026","20240529"
"8","9","대전여행","여행","국내여행","대전광역시","610","307","917","20240529"
"9","10","대구여행","여행","국내여행","대구광역시","597","258","855","20240529"
