SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1364","615","1979","20241211"
"1","2","제주여행","여행","국내여행","제주특별자치도","826","308","1134","20241211"
"2","3","경주여행","여행","국내여행","경상북도","631","269","900","20241211"
"3","4","강릉여행","여행","국내여행","강원도","565","307","872","20241211"
"4","5","여수여행","여행","국내여행","전라남도","584","287","871","20241211"
"5","6","군산여행","여행","국내여행","전라북도","593","258","851","20241211"
"6","7","속초여행","여행","국내여행","강원도","470","222","692","20241211"
"7","8","전주여행","여행","국내여행","전라북도","409","167","576","20241211"
"8","9","대전여행","여행","국내여행","대전광역시","419","144","563","20241211"
"9","10","대구여행","여행","국내여행","대구광역시","379","151","530","20241211"
