SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1960","281","2241","20240203"
"1","2","제주여행","여행","국내여행","제주특별자치도","1288","209","1497","20240203"
"2","3","여수여행","여행","국내여행","전라남도","1166","156","1322","20240203"
"3","4","강릉여행","여행","국내여행","강원도","1058","151","1209","20240203"
"4","5","경주여행","여행","국내여행","경상북도","1045","145","1190","20240203"
"5","6","군산여행","여행","국내여행","전라북도","1015","69","1084","20240203"
"6","7","전주여행","여행","국내여행","전라북도","762","111","873","20240203"
"7","8","속초여행","여행","국내여행","강원도","738","92","830","20240203"
"8","9","대구여행","여행","국내여행","대구광역시","664","141","805","20240203"
"9","10","대전여행","여행","국내여행","대전광역시","568","76","644","20240203"
