SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1529","732","2261","20240612"
"1","2","여수여행","여행","국내여행","전라남도","1132","423","1555","20240612"
"2","3","제주여행","여행","국내여행","제주특별자치도","967","344","1311","20240612"
"3","4","경주여행","여행","국내여행","경상북도","852","424","1276","20240612"
"4","5","강릉여행","여행","국내여행","강원도","772","402","1174","20240612"
"5","6","속초여행","여행","국내여행","강원도","663","368","1031","20240612"
"6","7","군산여행","여행","국내여행","전라북도","666","197","863","20240612"
"7","8","대전여행","여행","국내여행","대전광역시","520","219","739","20240612"
"8","9","전주여행","여행","국내여행","전라북도","506","201","707","20240612"
"9","10","목포여행","여행","국내여행","전라남도","390","188","578","20240612"
