SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1849","286","2135","20250222"
"1","2","군산여행","여행","국내여행","전라북도","1366","123","1489","20250222"
"2","3","강릉여행","여행","국내여행","강원도","1040","177","1217","20250222"
"3","4","경주여행","여행","국내여행","경상북도","1013","138","1151","20250222"
"4","5","제주여행","여행","국내여행","제주특별자치도","928","122","1050","20250222"
"5","6","여수여행","여행","국내여행","전라남도","895","122","1017","20250222"
"6","7","대전여행","여행","국내여행","대전광역시","841","91","932","20250222"
"7","8","속초여행","여행","국내여행","강원도","801","122","923","20250222"
"8","9","전주여행","여행","국내여행","전라북도","795","115","910","20250222"
"9","10","대구여행","여행","국내여행","대구광역시","669","89","758","20250222"
