SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1228","162","1390","20240907"
"1","2","경주여행","여행","국내여행","경상북도","1077","165","1242","20240907"
"2","3","군산여행","여행","국내여행","전라북도","1068","94","1162","20240907"
"3","4","제주여행","여행","국내여행","제주특별자치도","821","167","988","20240907"
"4","5","여수여행","여행","국내여행","전라남도","795","133","928","20240907"
"5","6","강릉여행","여행","국내여행","강원도","655","96","751","20240907"
"6","7","전주여행","여행","국내여행","전라북도","630","76","706","20240907"
"7","8","속초여행","여행","국내여행","강원도","602","102","704","20240907"
"8","9","대전여행","여행","국내여행","대전광역시","546","68","614","20240907"
"9","10","대구여행","여행","국내여행","대구광역시","468","60","528","20240907"
