SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1007","403","1410","20241101"
"1","2","제주여행","여행","국내여행","제주특별자치도","768","377","1145","20241101"
"2","3","경주여행","여행","국내여행","경상북도","775","325","1100","20241101"
"3","4","군산여행","여행","국내여행","전라북도","816","210","1026","20241101"
"4","5","여수여행","여행","국내여행","전라남도","633","252","885","20241101"
"5","6","강릉여행","여행","국내여행","강원도","553","249","802","20241101"
"6","7","전주여행","여행","국내여행","전라북도","546","210","756","20241101"
"7","8","속초여행","여행","국내여행","강원도","492","168","660","20241101"
"8","9","대구여행","여행","국내여행","대구광역시","449","153","602","20241101"
"9","10","목포여행","여행","국내여행","전라남도","360","152","512","20241101"
