SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1458","549","2007","20250103"
"1","2","강릉여행","여행","국내여행","강원도","921","350","1271","20250103"
"2","3","제주여행","여행","국내여행","제주특별자치도","870","317","1187","20250103"
"3","4","군산여행","여행","국내여행","전라북도","788","205","993","20250103"
"4","5","경주여행","여행","국내여행","경상북도","701","280","981","20250103"
"5","6","속초여행","여행","국내여행","강원도","688","185","873","20250103"
"6","7","여수여행","여행","국내여행","전라남도","642","209","851","20250103"
"7","8","전주여행","여행","국내여행","전라북도","526","186","712","20250103"
"8","9","대전여행","여행","국내여행","대전광역시","513","160","673","20250103"
"9","10","대구여행","여행","국내여행","대구광역시","465","138","603","20250103"
