SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2497","329","2826","20240114"
"1","2","제주여행","여행","국내여행","제주특별자치도","1976","175","2151","20240114"
"2","3","여수여행","여행","국내여행","전라남도","1459","158","1617","20240114"
"3","4","경주여행","여행","국내여행","경상북도","1251","118","1369","20240114"
"4","5","군산여행","여행","국내여행","전라북도","1038","110","1148","20240114"
"5","6","강릉여행","여행","국내여행","강원도","970","148","1118","20240114"
"6","7","전주여행","여행","국내여행","전라북도","918","106","1024","20240114"
"7","8","목포여행","여행","국내여행","전라남도","779","98","877","20240114"
"8","9","속초여행","여행","국내여행","강원도","695","91","786","20240114"
"9","10","대구여행","여행","국내여행","대구광역시","693","74","767","20240114"
