SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1496","639","2135","20250107"
"1","2","제주여행","여행","국내여행","제주특별자치도","1074","369","1443","20250107"
"2","3","강릉여행","여행","국내여행","강원도","911","392","1303","20250107"
"3","4","경주여행","여행","국내여행","경상북도","754","272","1026","20250107"
"4","5","여수여행","여행","국내여행","전라남도","683","335","1018","20250107"
"5","6","군산여행","여행","국내여행","전라북도","598","254","852","20250107"
"6","7","속초여행","여행","국내여행","강원도","531","254","785","20250107"
"7","8","전주여행","여행","국내여행","전라북도","495","216","711","20250107"
"8","9","대전여행","여행","국내여행","대전광역시","474","163","637","20250107"
"9","10","대구여행","여행","국내여행","대구광역시","428","189","617","20250107"
