SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1626","629","2255","20241223"
"1","2","제주여행","여행","국내여행","제주특별자치도","856","354","1210","20241223"
"2","3","강릉여행","여행","국내여행","강원도","754","345","1099","20241223"
"3","4","경주여행","여행","국내여행","경상북도","762","283","1045","20241223"
"4","5","속초여행","여행","국내여행","강원도","689","309","998","20241223"
"5","6","여수여행","여행","국내여행","전라남도","734","258","992","20241223"
"6","7","군산여행","여행","국내여행","전라북도","669","217","886","20241223"
"7","8","전주여행","여행","국내여행","전라북도","474","157","631","20241223"
"8","9","대전여행","여행","국내여행","대전광역시","434","175","609","20241223"
"9","10","목포여행","여행","국내여행","전라남도","383","179","562","20241223"
