SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1149","570","1719","20241022"
"1","2","경주여행","여행","국내여행","경상북도","882","423","1305","20241022"
"2","3","제주여행","여행","국내여행","제주특별자치도","867","335","1202","20241022"
"3","4","여수여행","여행","국내여행","전라남도","624","333","957","20241022"
"4","5","군산여행","여행","국내여행","전라북도","721","216","937","20241022"
"5","6","전주여행","여행","국내여행","전라북도","565","241","806","20241022"
"6","7","속초여행","여행","국내여행","강원도","522","219","741","20241022"
"7","8","강릉여행","여행","국내여행","강원도","486","233","719","20241022"
"8","9","대구여행","여행","국내여행","대구광역시","469","201","670","20241022"
"9","10","통영여행","여행","국내여행","경상남도","449","161","610","20241022"
