SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","3108","298","3406","20240211"
"1","2","제주여행","여행","국내여행","제주특별자치도","1573","213","1786","20240211"
"2","3","여수여행","여행","국내여행","전라남도","1612","152","1764","20240211"
"3","4","군산여행","여행","국내여행","전라북도","1491","105","1596","20240211"
"4","5","경주여행","여행","국내여행","경상북도","1357","156","1513","20240211"
"5","6","강릉여행","여행","국내여행","강원도","1094","160","1254","20240211"
"6","7","전주여행","여행","국내여행","전라북도","912","107","1019","20240211"
"7","8","속초여행","여행","국내여행","강원도","895","74","969","20240211"
"8","9","대구여행","여행","국내여행","대구광역시","756","145","901","20240211"
"9","10","목포여행","여행","국내여행","전라남도","750","41","791","20240211"
