SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1903","242","2145","20241215"
"1","2","제주여행","여행","국내여행","제주특별자치도","1122","263","1385","20241215"
"2","3","강릉여행","여행","국내여행","강원도","834","148","982","20241215"
"3","4","경주여행","여행","국내여행","경상북도","838","103","941","20241215"
"4","5","군산여행","여행","국내여행","전라북도","820","95","915","20241215"
"5","6","속초여행","여행","국내여행","강원도","739","106","845","20241215"
"6","7","여수여행","여행","국내여행","전라남도","735","107","842","20241215"
"7","8","전주여행","여행","국내여행","전라북도","553","73","626","20241215"
"8","9","목포여행","여행","국내여행","전라남도","512","80","592","20241215"
"9","10","대전여행","여행","국내여행","대전광역시","484","94","578","20241215"
