SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1733","798","2531","20240617"
"1","2","여수여행","여행","국내여행","전라남도","1399","515","1914","20240617"
"2","3","제주여행","여행","국내여행","제주특별자치도","1077","399","1476","20240617"
"3","4","경주여행","여행","국내여행","경상북도","993","457","1450","20240617"
"4","5","강릉여행","여행","국내여행","강원도","818","513","1331","20240617"
"5","6","군산여행","여행","국내여행","전라북도","902","315","1217","20240617"
"6","7","속초여행","여행","국내여행","강원도","751","426","1177","20240617"
"7","8","전주여행","여행","국내여행","전라북도","541","231","772","20240617"
"8","9","목포여행","여행","국내여행","전라남도","503","248","751","20240617"
"9","10","대전여행","여행","국내여행","대전광역시","544","184","728","20240617"
