SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1614","250","1864","20240615"
"1","2","여수여행","여행","국내여행","전라남도","1294","151","1445","20240615"
"2","3","제주여행","여행","국내여행","제주특별자치도","1011","161","1172","20240615"
"3","4","강릉여행","여행","국내여행","강원도","915","148","1063","20240615"
"4","5","경주여행","여행","국내여행","경상북도","839","170","1009","20240615"
"5","6","군산여행","여행","국내여행","전라북도","837","88","925","20240615"
"6","7","속초여행","여행","국내여행","강원도","778","125","903","20240615"
"7","8","목포여행","여행","국내여행","전라남도","622","71","693","20240615"
"8","9","전주여행","여행","국내여행","전라북도","594","67","661","20240615"
"9","10","대전여행","여행","국내여행","대전광역시","567","85","652","20240615"
