SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1781","269","2050","20250201"
"1","2","군산여행","여행","국내여행","전라북도","1065","118","1183","20250201"
"2","3","제주여행","여행","국내여행","제주특별자치도","995","150","1145","20250201"
"3","4","강릉여행","여행","국내여행","강원도","974","168","1142","20250201"
"4","5","경주여행","여행","국내여행","경상북도","928","148","1076","20250201"
"5","6","여수여행","여행","국내여행","전라남도","893","133","1026","20250201"
"6","7","전주여행","여행","국내여행","전라북도","703","114","817","20250201"
"7","8","대전여행","여행","국내여행","대전광역시","652","100","752","20250201"
"8","9","속초여행","여행","국내여행","강원도","571","107","678","20250201"
"9","10","대구여행","여행","국내여행","대구광역시","558","91","649","20250201"
