SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1478","611","2089","20240514"
"1","2","여수여행","여행","국내여행","전라남도","1068","416","1484","20240514"
"2","3","제주여행","여행","국내여행","제주특별자치도","1015","403","1418","20240514"
"3","4","경주여행","여행","국내여행","경상북도","927","485","1412","20240514"
"4","5","군산여행","여행","국내여행","전라북도","837","270","1107","20240514"
"5","6","강릉여행","여행","국내여행","강원도","751","326","1077","20240514"
"6","7","전주여행","여행","국내여행","전라북도","660","261","921","20240514"
"7","8","속초여행","여행","국내여행","강원도","524","268","792","20240514"
"8","9","대전여행","여행","국내여행","대전광역시","610","180","790","20240514"
"9","10","대구여행","여행","국내여행","대구광역시","522","217","739","20240514"
