SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1406","194","1600","20250607"
"1","2","군산여행","여행","국내여행","전라북도","1241","93","1334","20250607"
"2","3","여수여행","여행","국내여행","전라남도","880","124","1004","20250607"
"3","4","경주여행","여행","국내여행","경상북도","857","133","990","20250607"
"4","5","제주여행","여행","국내여행","제주특별자치도","668","322","990","20250607"
"5","6","강릉여행","여행","국내여행","강원도","788","145","933","20250607"
"6","7","속초여행","여행","국내여행","강원도","763","106","869","20250607"
"7","8","전주여행","여행","국내여행","전라북도","720","94","814","20250607"
"8","9","대전여행","여행","국내여행","대전광역시","688","76","764","20250607"
"9","10","목포여행","여행","국내여행","전라남도","603","70","673","20250607"
