SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1296","210","1506","20250406"
"1","2","경주여행","여행","국내여행","경상북도","1075","158","1233","20250406"
"2","3","제주여행","여행","국내여행","제주특별자치도","994","135","1129","20250406"
"3","4","군산여행","여행","국내여행","전라북도","992","98","1090","20250406"
"4","5","여수여행","여행","국내여행","전라남도","678","122","800","20250406"
"5","6","강릉여행","여행","국내여행","강원도","650","118","768","20250406"
"6","7","전주여행","여행","국내여행","전라북도","651","98","749","20250406"
"7","8","목포여행","여행","국내여행","전라남도","626","86","712","20250406"
"8","9","속초여행","여행","국내여행","강원도","548","96","644","20250406"
"9","10","대전여행","여행","국내여행","대전광역시","526","74","600","20250406"
