SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2994","240","3234","20240210"
"1","2","여수여행","여행","국내여행","전라남도","1431","102","1533","20240210"
"2","3","제주여행","여행","국내여행","제주특별자치도","1330","132","1462","20240210"
"3","4","군산여행","여행","국내여행","전라북도","1310","74","1384","20240210"
"4","5","경주여행","여행","국내여행","경상북도","1162","107","1269","20240210"
"5","6","강릉여행","여행","국내여행","강원도","1120","112","1232","20240210"
"6","7","속초여행","여행","국내여행","강원도","825","57","882","20240210"
"7","8","전주여행","여행","국내여행","전라북도","805","66","871","20240210"
"8","9","대구여행","여행","국내여행","대구광역시","646","135","781","20240210"
"9","10","목포여행","여행","국내여행","전라남도","618","52","670","20240210"
