SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1566","232","1798","20250629"
"1","2","군산여행","여행","국내여행","전라북도","1264","114","1378","20250629"
"2","3","제주여행","여행","국내여행","제주특별자치도","914","429","1343","20250629"
"3","4","여수여행","여행","국내여행","전라남도","908","157","1065","20250629"
"4","5","강릉여행","여행","국내여행","강원도","852","166","1018","20250629"
"5","6","경주여행","여행","국내여행","경상북도","796","133","929","20250629"
"6","7","속초여행","여행","국내여행","강원도","738","138","876","20250629"
"7","8","목포여행","여행","국내여행","전라남도","615","82","697","20250629"
"8","9","전주여행","여행","국내여행","전라북도","494","116","610","20250629"
"9","10","대전여행","여행","국내여행","대전광역시","531","77","608","20250629"
