SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2289","913","3202","20240726"
"1","2","여수여행","여행","국내여행","전라남도","1653","642","2295","20240726"
"2","3","속초여행","여행","국내여행","강원도","1081","502","1583","20240726"
"3","4","강릉여행","여행","국내여행","강원도","1045","477","1522","20240726"
"4","5","군산여행","여행","국내여행","전라북도","1136","355","1491","20240726"
"5","6","경주여행","여행","국내여행","경상북도","1079","393","1472","20240726"
"6","7","남해여행","여행","국내여행","경상남도","909","428","1337","20240726"
"7","8","제주여행","여행","국내여행","제주특별자치도","915","391","1306","20240726"
"8","9","목포여행","여행","국내여행","전라남도","815","253","1068","20240726"
"9","10","전주여행","여행","국내여행","전라북도","701","250","951","20240726"
