SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1468","651","2119","20240524"
"1","2","여수여행","여행","국내여행","전라남도","1060","355","1415","20240524"
"2","3","경주여행","여행","국내여행","경상북도","938","448","1386","20240524"
"3","4","제주여행","여행","국내여행","제주특별자치도","893","362","1255","20240524"
"4","5","강릉여행","여행","국내여행","강원도","753","333","1086","20240524"
"5","6","속초여행","여행","국내여행","강원도","776","293","1069","20240524"
"6","7","군산여행","여행","국내여행","전라북도","804","234","1038","20240524"
"7","8","전주여행","여행","국내여행","전라북도","623","219","842","20240524"
"8","9","대전여행","여행","국내여행","대전광역시","570","216","786","20240524"
"9","10","목포여행","여행","국내여행","전라남도","571","181","752","20240524"
