SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1719","811","2530","20240530"
"1","2","경주여행","여행","국내여행","경상북도","1192","637","1829","20240530"
"2","3","여수여행","여행","국내여행","전라남도","1263","513","1776","20240530"
"3","4","제주여행","여행","국내여행","제주특별자치도","1008","381","1389","20240530"
"4","5","강릉여행","여행","국내여행","강원도","833","376","1209","20240530"
"5","6","속초여행","여행","국내여행","강원도","697","365","1062","20240530"
"6","7","군산여행","여행","국내여행","전라북도","778","249","1027","20240530"
"7","8","전주여행","여행","국내여행","전라북도","677","327","1004","20240530"
"8","9","대구여행","여행","국내여행","대구광역시","627","254","881","20240530"
"9","10","대전여행","여행","국내여행","대전광역시","556","224","780","20240530"
