SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1009","481","1490","20250307"
"1","2","제주여행","여행","국내여행","제주특별자치도","843","248","1091","20250307"
"2","3","군산여행","여행","국내여행","전라북도","770","265","1035","20250307"
"3","4","경주여행","여행","국내여행","경상북도","670","332","1002","20250307"
"4","5","강릉여행","여행","국내여행","강원도","526","233","759","20250307"
"5","6","여수여행","여행","국내여행","전라남도","503","222","725","20250307"
"6","7","전주여행","여행","국내여행","전라북도","426","208","634","20250307"
"7","8","속초여행","여행","국내여행","강원도","446","164","610","20250307"
"8","9","대전여행","여행","국내여행","대전광역시","405","170","575","20250307"
"9","10","대구여행","여행","국내여행","대구광역시","381","131","512","20250307"
