SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1560","266","1826","20240410"
"1","2","여수여행","여행","국내여행","전라남도","1390","187","1577","20240410"
"2","3","경주여행","여행","국내여행","경상북도","1255","213","1468","20240410"
"3","4","제주여행","여행","국내여행","제주특별자치도","1234","166","1400","20240410"
"4","5","군산여행","여행","국내여행","전라북도","966","107","1073","20240410"
"5","6","전주여행","여행","국내여행","전라북도","734","107","841","20240410"
"6","7","강릉여행","여행","국내여행","강원도","664","125","789","20240410"
"7","8","목포여행","여행","국내여행","전라남도","563","94","657","20240410"
"8","9","대구여행","여행","국내여행","대구광역시","547","107","654","20240410"
"9","10","속초여행","여행","국내여행","강원도","530","97","627","20240410"
