SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1347","625","1972","20240820"
"1","2","제주여행","여행","국내여행","제주특별자치도","1165","417","1582","20240820"
"2","3","여수여행","여행","국내여행","전라남도","979","430","1409","20240820"
"3","4","경주여행","여행","국내여행","경상북도","861","442","1303","20240820"
"4","5","강릉여행","여행","국내여행","강원도","746","384","1130","20240820"
"5","6","속초여행","여행","국내여행","강원도","707","332","1039","20240820"
"6","7","군산여행","여행","국내여행","전라북도","645","219","864","20240820"
"7","8","남해여행","여행","국내여행","경상남도","560","228","788","20240820"
"8","9","대전여행","여행","국내여행","대전광역시","512","191","703","20240820"
"9","10","전주여행","여행","국내여행","전라북도","460","203","663","20240820"
