SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1143","568","1711","20241014"
"1","2","경주여행","여행","국내여행","경상북도","1029","537","1566","20241014"
"2","3","제주여행","여행","국내여행","제주특별자치도","995","378","1373","20241014"
"3","4","여수여행","여행","국내여행","전라남도","729","267","996","20241014"
"4","5","군산여행","여행","국내여행","전라북도","726","257","983","20241014"
"5","6","전주여행","여행","국내여행","전라북도","558","264","822","20241014"
"6","7","강릉여행","여행","국내여행","강원도","562","244","806","20241014"
"7","8","속초여행","여행","국내여행","강원도","455","246","701","20241014"
"8","9","대전여행","여행","국내여행","대전광역시","444","211","655","20241014"
"9","10","대구여행","여행","국내여행","대구광역시","428","194","622","20241014"
