SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1381","655","2036","20240318"
"1","2","제주여행","여행","국내여행","제주특별자치도","1452","479","1931","20240318"
"2","3","여수여행","여행","국내여행","전라남도","1163","489","1652","20240318"
"3","4","경주여행","여행","국내여행","경상북도","1091","547","1638","20240318"
"4","5","군산여행","여행","국내여행","전라북도","869","247","1116","20240318"
"5","6","전주여행","여행","국내여행","전라북도","688","315","1003","20240318"
"6","7","강릉여행","여행","국내여행","강원도","604","316","920","20240318"
"7","8","목포여행","여행","국내여행","전라남도","560","191","751","20240318"
"8","9","대구여행","여행","국내여행","대구광역시","453","178","631","20240318"
"9","10","대전여행","여행","국내여행","대전광역시","457","163","620","20240318"
