SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","948","443","1391","20250509"
"1","2","제주여행","여행","국내여행","제주특별자치도","725","320","1045","20250509"
"2","3","경주여행","여행","국내여행","경상북도","625","319","944","20250509"
"3","4","군산여행","여행","국내여행","전라북도","689","205","894","20250509"
"4","5","전주여행","여행","국내여행","전라북도","512","252","764","20250509"
"5","6","여수여행","여행","국내여행","전라남도","512","226","738","20250509"
"6","7","강릉여행","여행","국내여행","강원도","484","241","725","20250509"
"7","8","속초여행","여행","국내여행","강원도","392","192","584","20250509"
"8","9","목포여행","여행","국내여행","전라남도","393","190","583","20250509"
"9","10","대전여행","여행","국내여행","대전광역시","386","167","553","20250509"
